id,expname,subject,ip,condnum,choice,submitted,event,name,value,time,mlchoice
385,ChoiceCC_o3,38; PHPSESSID=3b6df9bbbcecc99b8978eb05cb89114a,73.248.218.167,-1,OptionA-Ascent,9/17/2018 15:05,onload,body,body,702,OptionA-Ascent
385,ChoiceCC_o3,38; PHPSESSID=3b6df9bbbcecc99b8978eb05cb89114a,73.248.218.167,-1,OptionA-Ascent,9/17/2018 15:05,subject,random,12,708,OptionA-Ascent
385,ChoiceCC_o3,38; PHPSESSID=3b6df9bbbcecc99b8978eb05cb89114a,73.248.218.167,-1,OptionA-Ascent,9/17/2018 15:05,order,col,0_3_1_2_4,708,OptionA-Ascent
385,ChoiceCC_o3,38; PHPSESSID=3b6df9bbbcecc99b8978eb05cb89114a,73.248.218.167,-1,OptionA-Ascent,9/17/2018 15:05,order,row,0_1_2_3_4_5,708,OptionA-Ascent
385,ChoiceCC_o3,38; PHPSESSID=3b6df9bbbcecc99b8978eb05cb89114a,73.248.218.167,-1,OptionA-Ascent,9/17/2018 15:05,events,open_close,0_0,708,OptionA-Ascent
385,ChoiceCC_o3,38; PHPSESSID=3b6df9bbbcecc99b8978eb05cb89114a,73.248.218.167,-1,OptionA-Ascent,9/17/2018 15:05,mouseover,1-Apr,15.24%,908,OptionA-Ascent
385,ChoiceCC_o3,38; PHPSESSID=3b6df9bbbcecc99b8978eb05cb89114a,73.248.218.167,-1,OptionA-Ascent,9/17/2018 15:05,mouseout,1-Apr,,957,OptionA-Ascent
385,ChoiceCC_o3,38; PHPSESSID=3b6df9bbbcecc99b8978eb05cb89114a,73.248.218.167,-1,OptionA-Ascent,9/17/2018 15:05,mouseover,2-Apr,19.79%,957,OptionA-Ascent
385,ChoiceCC_o3,38; PHPSESSID=3b6df9bbbcecc99b8978eb05cb89114a,73.248.218.167,-1,OptionA-Ascent,9/17/2018 15:05,mouseout,2-Apr,,1006,OptionA-Ascent
385,ChoiceCC_o3,38; PHPSESSID=3b6df9bbbcecc99b8978eb05cb89114a,73.248.218.167,-1,OptionA-Ascent,9/17/2018 15:05,mouseover,4-Apr,14.94%,1006,OptionA-Ascent
385,ChoiceCC_o3,38; PHPSESSID=3b6df9bbbcecc99b8978eb05cb89114a,73.248.218.167,-1,OptionA-Ascent,9/17/2018 15:05,mouseout,4-Apr,,1058,OptionA-Ascent
385,ChoiceCC_o3,38; PHPSESSID=3b6df9bbbcecc99b8978eb05cb89114a,73.248.218.167,-1,OptionA-Ascent,9/17/2018 15:05,mouseover,iAPR 4,N/A (no introductory interest rate),4856,OptionA-Ascent
385,ChoiceCC_o3,38; PHPSESSID=3b6df9bbbcecc99b8978eb05cb89114a,73.248.218.167,-1,OptionA-Ascent,9/17/2018 15:05,mouseout,iAPR 4,,4890,OptionA-Ascent
385,ChoiceCC_o3,38; PHPSESSID=3b6df9bbbcecc99b8978eb05cb89114a,73.248.218.167,-1,OptionA-Ascent,9/17/2018 15:05,mouseover,iAPR 2,0%,4890,OptionA-Ascent
385,ChoiceCC_o3,38; PHPSESSID=3b6df9bbbcecc99b8978eb05cb89114a,73.248.218.167,-1,OptionA-Ascent,9/17/2018 15:05,mouseout,iAPR 2,,4940,OptionA-Ascent
385,ChoiceCC_o3,38; PHPSESSID=3b6df9bbbcecc99b8978eb05cb89114a,73.248.218.167,-1,OptionA-Ascent,9/17/2018 15:05,mouseover,iAPR 1,5%,4940,OptionA-Ascent
385,ChoiceCC_o3,38; PHPSESSID=3b6df9bbbcecc99b8978eb05cb89114a,73.248.218.167,-1,OptionA-Ascent,9/17/2018 15:05,mouseout,iAPR 1,,5190,OptionA-Ascent
385,ChoiceCC_o3,38; PHPSESSID=3b6df9bbbcecc99b8978eb05cb89114a,73.248.218.167,-1,OptionA-Ascent,9/17/2018 15:05,mouseover,iAPR 3,0%,5190,OptionA-Ascent
385,ChoiceCC_o3,38; PHPSESSID=3b6df9bbbcecc99b8978eb05cb89114a,73.248.218.167,-1,OptionA-Ascent,9/17/2018 15:05,mouseout,iAPR 3,,5591,OptionA-Ascent
385,ChoiceCC_o3,38; PHPSESSID=3b6df9bbbcecc99b8978eb05cb89114a,73.248.218.167,-1,OptionA-Ascent,9/17/2018 15:05,mouseover,iAPR 1,5%,5591,OptionA-Ascent
385,ChoiceCC_o3,38; PHPSESSID=3b6df9bbbcecc99b8978eb05cb89114a,73.248.218.167,-1,OptionA-Ascent,9/17/2018 15:05,mouseout,iAPR 1,,5857,OptionA-Ascent
385,ChoiceCC_o3,38; PHPSESSID=3b6df9bbbcecc99b8978eb05cb89114a,73.248.218.167,-1,OptionA-Ascent,9/17/2018 15:05,mouseover,iAPR 2,0%,5874,OptionA-Ascent
385,ChoiceCC_o3,38; PHPSESSID=3b6df9bbbcecc99b8978eb05cb89114a,73.248.218.167,-1,OptionA-Ascent,9/17/2018 15:05,mouseout,iAPR 2,,6274,OptionA-Ascent
385,ChoiceCC_o3,38; PHPSESSID=3b6df9bbbcecc99b8978eb05cb89114a,73.248.218.167,-1,OptionA-Ascent,9/17/2018 15:05,mouseover,iAPR 4,N/A (no introductory interest rate),6291,OptionA-Ascent
385,ChoiceCC_o3,38; PHPSESSID=3b6df9bbbcecc99b8978eb05cb89114a,73.248.218.167,-1,OptionA-Ascent,9/17/2018 15:05,mouseout,iAPR 4,,8889,OptionA-Ascent
385,ChoiceCC_o3,38; PHPSESSID=3b6df9bbbcecc99b8978eb05cb89114a,73.248.218.167,-1,OptionA-Ascent,9/17/2018 15:05,mouseover,iPeriod 2,6 months,8906,OptionA-Ascent
385,ChoiceCC_o3,38; PHPSESSID=3b6df9bbbcecc99b8978eb05cb89114a,73.248.218.167,-1,OptionA-Ascent,9/17/2018 15:05,mouseout,iPeriod 2,,8940,OptionA-Ascent
385,ChoiceCC_o3,38; PHPSESSID=3b6df9bbbcecc99b8978eb05cb89114a,73.248.218.167,-1,OptionA-Ascent,9/17/2018 15:05,mouseover,iPeriod 1,6 months,8940,OptionA-Ascent
385,ChoiceCC_o3,38; PHPSESSID=3b6df9bbbcecc99b8978eb05cb89114a,73.248.218.167,-1,OptionA-Ascent,9/17/2018 15:05,mouseout,iPeriod 1,,9006,OptionA-Ascent
385,ChoiceCC_o3,38; PHPSESSID=3b6df9bbbcecc99b8978eb05cb89114a,73.248.218.167,-1,OptionA-Ascent,9/17/2018 15:05,mouseover,iPeriod 3,6 months,9024,OptionA-Ascent
385,ChoiceCC_o3,38; PHPSESSID=3b6df9bbbcecc99b8978eb05cb89114a,73.248.218.167,-1,OptionA-Ascent,9/17/2018 15:05,mouseout,iPeriod 3,,9923,OptionA-Ascent
385,ChoiceCC_o3,38; PHPSESSID=3b6df9bbbcecc99b8978eb05cb89114a,73.248.218.167,-1,OptionA-Ascent,9/17/2018 15:05,mouseover,iPeriod 1,6 months,9923,OptionA-Ascent
385,ChoiceCC_o3,38; PHPSESSID=3b6df9bbbcecc99b8978eb05cb89114a,73.248.218.167,-1,OptionA-Ascent,9/17/2018 15:05,mouseout,iPeriod 1,,10890,OptionA-Ascent
